1.503800000000000137e-01,8.681999999999998052e-02,9.848099999999999632e-01
8.682000000000000828e-02,1.503800000000000137e-01,9.848099999999999632e-01
2.126599166719378819e-17,1.736499999999999988e-01,9.848099999999999632e-01
-8.681999999999998052e-02,1.503800000000000137e-01,9.848099999999999632e-01
-1.503800000000000137e-01,8.682000000000000828e-02,9.848099999999999632e-01
-1.736499999999999988e-01,2.126599166719378819e-17,9.848099999999999632e-01
-1.503800000000000137e-01,-8.681999999999998052e-02,9.848099999999999632e-01
-8.682000000000000828e-02,-1.503800000000000137e-01,9.848099999999999632e-01
-2.126599166719378819e-17,-1.736499999999999988e-01,9.848099999999999632e-01
8.681999999999998052e-02,-1.503800000000000137e-01,9.848099999999999632e-01
1.503800000000000137e-01,-8.682000000000000828e-02,9.848099999999999632e-01
1.736499999999999988e-01,-2.126599166719378819e-17,9.848099999999999632e-01
1.830100000000000338e-01,1.830099999999999782e-01,9.659299999999999553e-01
6.699000000000002175e-02,2.500000000000000000e-01,9.659299999999999553e-01
-6.698999999999996624e-02,2.500000000000000000e-01,9.659299999999999553e-01
-1.830099999999999782e-01,1.830100000000000338e-01,9.659299999999999553e-01
-2.500000000000000000e-01,6.699000000000002175e-02,9.659299999999999553e-01
-2.500000000000000000e-01,-6.698999999999996624e-02,9.659299999999999553e-01
-1.830100000000000338e-01,-1.830099999999999782e-01,9.659299999999999553e-01
-6.699000000000002175e-02,-2.500000000000000000e-01,9.659299999999999553e-01
6.698999999999996624e-02,-2.500000000000000000e-01,9.659299999999999553e-01
1.830099999999999782e-01,-1.830100000000000338e-01,9.659299999999999553e-01
2.500000000000000000e-01,-6.699000000000002175e-02,9.659299999999999553e-01
2.500000000000000000e-01,6.698999999999996624e-02,9.659299999999999553e-01
2.962000000000000188e-01,1.710099999999999676e-01,9.396900000000000253e-01
1.710100000000000231e-01,2.962000000000000188e-01,9.396900000000000253e-01
4.188536982443777582e-17,3.420199999999999907e-01,9.396900000000000253e-01
-1.710099999999999676e-01,2.962000000000000188e-01,9.396900000000000253e-01
-2.962000000000000188e-01,1.710100000000000231e-01,9.396900000000000253e-01
-3.420199999999999907e-01,4.188536982443777582e-17,9.396900000000000253e-01
-2.962000000000000188e-01,-1.710099999999999676e-01,9.396900000000000253e-01
-1.710100000000000231e-01,-2.962000000000000188e-01,9.396900000000000253e-01
-4.188536982443777582e-17,-3.420199999999999907e-01,9.396900000000000253e-01
1.710099999999999676e-01,-2.962000000000000188e-01,9.396900000000000253e-01
2.962000000000000188e-01,-1.710100000000000231e-01,9.396900000000000253e-01
3.420199999999999907e-01,-4.188536982443777582e-17,9.396900000000000253e-01
3.535500000000000309e-01,3.535499999999999199e-01,8.660299999999999665e-01
1.294100000000000528e-01,4.829600000000000004e-01,8.660299999999999665e-01
